Crop,N,P,K,pH,soil_moisture,Fertilizer
pulses,45,70,22,6.9,55,Organic Manure + SSP
wheat,132,57,37,6.8,60,Urea + SSP + MOP
groundnut,21,67,58,5.5,46,Gypsum + SSP
sugarcane,153,59,116,7.4,69,Urea + DAP + Potash
cotton,74,46,91,7.3,46,Ammonium Sulphate + SSP + MOP
pulses,44,66,40,6.6,55,Organic Manure + SSP
groundnut,20,69,61,5.7,46,Gypsum + SSP
cotton,86,45,91,7.0,50,Ammonium Sulphate + SSP + MOP
cotton,80,32,105,7.4,49,Ammonium Sulphate + SSP + MOP
banana,193,45,294,7.1,80,Urea + MOP + Organic Manure
pulses,34,64,28,6.1,55,Organic Manure + SSP
wheat,136,48,30,7.2,53,Urea + SSP + MOP
wheat,128,44,33,7.0,53,Urea + SSP + MOP
banana,197,53,290,6.5,74,Urea + MOP + Organic Manure
potato,138,98,116,6.4,65,Urea + DAP + MOP
banana,199,60,310,7.2,75,Urea + MOP + Organic Manure
maize,101,51,65,6.5,65,Urea + DAP + Potash
potato,130,84,130,5.9,63,Urea + DAP + MOP
sugarcane,154,64,130,7.3,65,Urea + DAP + Potash
sugarcane,155,56,125,7.3,67,Urea + DAP + Potash
banana,202,55,294,7.3,78,Urea + MOP + Organic Manure
wheat,125,41,33,7.3,58,Urea + SSP + MOP
tomato,114,57,103,6.6,60,Urea + DAP + Potash
sugarcane,142,67,122,7.3,75,Urea + DAP + Potash
potato,135,89,120,6.4,68,Urea + DAP + MOP
potato,140,96,126,6.4,66,Urea + DAP + MOP
rice,96,63,89,6.5,66,Urea + DAP + MOP
sugarcane,159,69,119,6.7,70,Urea + DAP + Potash
groundnut,20,62,69,5.9,46,Gypsum + SSP
banana,205,44,304,7.1,76,Urea + MOP + Organic Manure
pulses,43,76,24,6.7,55,Organic Manure + SSP
tomato,110,63,93,6.7,62,Urea + DAP + Potash
tomato,106,52,93,6.2,60,Urea + DAP + Potash
tomato,103,63,107,6.6,56,Urea + DAP + Potash
potato,143,81,121,5.7,65,Urea + DAP + MOP
cotton,89,49,94,7.0,46,Ammonium Sulphate + SSP + MOP
rice,90,51,80,6.4,61,Urea + DAP + MOP
potato,137,89,123,6.4,70,Urea + DAP + MOP
tomato,103,58,110,7.0,61,Urea + DAP + Potash
pulses,40,60,23,6.1,58,Organic Manure + SSP
potato,137,82,117,5.7,68,Urea + DAP + MOP
potato,132,91,121,5.7,63,Urea + DAP + MOP
tomato,110,58,106,6.2,56,Urea + DAP + Potash
cotton,85,35,106,7.2,52,Ammonium Sulphate + SSP + MOP
maize,107,59,64,6.9,63,Urea + DAP + Potash
wheat,129,56,48,6.5,50,Urea + SSP + MOP
cotton,73,36,95,7.0,48,Ammonium Sulphate + SSP + MOP
tomato,102,64,95,6.5,57,Urea + DAP + Potash
sugarcane,155,61,111,7.1,72,Urea + DAP + Potash
wheat,114,56,46,7.4,60,Urea + SSP + MOP
cotton,88,46,110,7.1,53,Ammonium Sulphate + SSP + MOP
cotton,74,35,90,7.5,45,Ammonium Sulphate + SSP + MOP
wheat,106,42,48,6.7,57,Urea + SSP + MOP
potato,136,100,114,5.8,70,Urea + DAP + MOP
pulses,42,77,40,6.8,52,Organic Manure + SSP
wheat,110,49,38,7.5,58,Urea + SSP + MOP
potato,133,81,130,5.6,64,Urea + DAP + MOP
maize,93,66,62,6.8,61,Urea + DAP + Potash
sugarcane,158,53,125,6.6,74,Urea + DAP + Potash
groundnut,23,57,55,5.7,55,Gypsum + SSP
banana,192,54,293,6.6,77,Urea + MOP + Organic Manure
maize,91,67,69,6.9,59,Urea + DAP + Potash
groundnut,20,64,50,5.9,47,Gypsum + SSP
maize,97,64,66,6.8,56,Urea + DAP + Potash
wheat,118,54,43,6.8,60,Urea + SSP + MOP
sugarcane,141,61,125,7.3,74,Urea + DAP + Potash
maize,94,60,78,6.3,60,Urea + DAP + Potash
sugarcane,149,70,129,7.4,67,Urea + DAP + Potash
cotton,87,33,100,7.0,45,Ammonium Sulphate + SSP + MOP
potato,143,80,121,6.2,68,Urea + DAP + MOP
groundnut,26,62,62,6.4,47,Gypsum + SSP
pulses,50,78,28,6.4,58,Organic Manure + SSP
banana,209,54,300,7.3,75,Urea + MOP + Organic Manure
rice,97,68,87,6.9,65,Urea + DAP + MOP
pulses,34,65,21,6.9,52,Organic Manure + SSP
tomato,100,54,110,6.5,64,Urea + DAP + Potash
rice,94,70,86,6.5,61,Urea + DAP + MOP
groundnut,22,57,56,6.2,48,Gypsum + SSP
tomato,111,53,92,6.8,58,Urea + DAP + Potash
cotton,79,33,95,6.7,48,Ammonium Sulphate + SSP + MOP
sugarcane,145,64,116,6.9,73,Urea + DAP + Potash
potato,150,92,121,6.3,63,Urea + DAP + MOP
cotton,77,40,100,6.6,52,Ammonium Sulphate + SSP + MOP
wheat,132,47,39,6.6,60,Urea + SSP + MOP
wheat,113,44,40,7.3,58,Urea + SSP + MOP
sugarcane,146,55,113,7.3,65,Urea + DAP + Potash
maize,101,61,76,6.6,64,Urea + DAP + Potash
sugarcane,142,51,112,7.1,67,Urea + DAP + Potash
tomato,117,58,97,7.0,65,Urea + DAP + Potash
cotton,85,49,100,7.2,52,Ammonium Sulphate + SSP + MOP
rice,93,59,81,6.4,67,Urea + DAP + MOP
wheat,111,46,46,7.0,51,Urea + SSP + MOP
cotton,76,39,101,6.6,55,Ammonium Sulphate + SSP + MOP
sugarcane,159,58,124,6.9,71,Urea + DAP + Potash
pulses,48,70,30,6.7,56,Organic Manure + SSP
banana,198,59,297,7.0,74,Urea + MOP + Organic Manure
tomato,102,62,93,6.2,58,Urea + DAP + Potash
wheat,109,41,31,7.0,50,Urea + SSP + MOP
banana,193,49,310,7.3,79,Urea + MOP + Organic Manure
groundnut,24,51,57,5.9,53,Gypsum + SSP
tomato,103,56,106,6.5,58,Urea + DAP + Potash
banana,203,59,305,6.8,70,Urea + MOP + Organic Manure
tomato,118,70,100,6.6,59,Urea + DAP + Potash
pulses,37,74,37,6.8,52,Organic Manure + SSP
wheat,131,53,50,6.6,59,Urea + SSP + MOP
pulses,47,62,39,6.8,50,Organic Manure + SSP
rice,91,56,72,6.6,69,Urea + DAP + MOP
banana,195,47,299,6.8,77,Urea + MOP + Organic Manure
sugarcane,149,61,114,6.5,71,Urea + DAP + Potash
tomato,100,50,94,6.5,64,Urea + DAP + Potash
banana,202,54,308,6.7,75,Urea + MOP + Organic Manure
cotton,87,47,106,7.0,51,Ammonium Sulphate + SSP + MOP
potato,135,89,129,6.1,70,Urea + DAP + MOP
wheat,138,43,39,7.4,57,Urea + SSP + MOP
potato,148,82,129,5.9,61,Urea + DAP + MOP
tomato,107,65,94,6.6,60,Urea + DAP + Potash
groundnut,29,50,56,5.5,51,Gypsum + SSP
cotton,74,36,102,6.8,52,Ammonium Sulphate + SSP + MOP
banana,210,57,309,7.3,77,Urea + MOP + Organic Manure
banana,203,45,303,7.0,73,Urea + MOP + Organic Manure
sugarcane,153,61,122,6.6,65,Urea + DAP + Potash
cotton,79,45,101,7.2,51,Ammonium Sulphate + SSP + MOP
groundnut,24,56,62,5.6,52,Gypsum + SSP
banana,198,46,300,7.4,79,Urea + MOP + Organic Manure
tomato,101,56,101,6.7,62,Urea + DAP + Potash
cotton,87,43,96,6.6,46,Ammonium Sulphate + SSP + MOP
groundnut,26,61,59,6.1,48,Gypsum + SSP
cotton,76,45,90,7.2,53,Ammonium Sulphate + SSP + MOP
potato,135,83,129,5.7,61,Urea + DAP + MOP
potato,134,85,116,6.0,64,Urea + DAP + MOP
banana,208,59,305,7.3,72,Urea + MOP + Organic Manure
potato,148,91,117,6.1,61,Urea + DAP + MOP
rice,89,66,75,6.2,63,Urea + DAP + MOP
rice,92,59,84,6.7,65,Urea + DAP + MOP
banana,202,57,310,7.5,75,Urea + MOP + Organic Manure
pulses,48,65,31,6.0,54,Organic Manure + SSP
potato,148,95,113,6.1,60,Urea + DAP + MOP
maize,90,64,75,6.3,61,Urea + DAP + Potash
banana,207,57,307,7.3,77,Urea + MOP + Organic Manure
cotton,90,39,109,6.9,48,Ammonium Sulphate + SSP + MOP
groundnut,27,58,59,6.1,49,Gypsum + SSP
groundnut,24,50,62,6.0,48,Gypsum + SSP
groundnut,23,62,69,6.5,51,Gypsum + SSP
banana,194,43,293,6.5,73,Urea + MOP + Organic Manure
sugarcane,147,58,111,6.8,71,Urea + DAP + Potash
rice,83,56,82,6.8,67,Urea + DAP + MOP
maize,105,64,68,6.8,62,Urea + DAP + Potash
sugarcane,147,68,126,6.6,68,Urea + DAP + Potash
banana,203,49,292,6.8,75,Urea + MOP + Organic Manure
banana,203,53,290,6.7,75,Urea + MOP + Organic Manure
wheat,105,60,31,6.8,52,Urea + SSP + MOP
sugarcane,142,62,129,6.8,74,Urea + DAP + Potash
sugarcane,151,56,112,6.7,67,Urea + DAP + Potash
cotton,73,47,98,7.0,52,Ammonium Sulphate + SSP + MOP
pulses,49,77,32,6.6,59,Organic Manure + SSP
maize,106,53,67,6.0,64,Urea + DAP + Potash
banana,201,41,295,7.0,79,Urea + MOP + Organic Manure
banana,193,59,310,7.4,73,Urea + MOP + Organic Manure
tomato,108,50,92,6.1,57,Urea + DAP + Potash
groundnut,26,65,67,5.6,53,Gypsum + SSP
sugarcane,146,70,114,6.6,69,Urea + DAP + Potash
tomato,107,59,100,6.5,65,Urea + DAP + Potash
groundnut,22,51,55,5.8,55,Gypsum + SSP
rice,84,64,72,6.9,62,Urea + DAP + MOP
pulses,34,69,22,6.7,60,Organic Manure + SSP
potato,140,81,129,5.6,67,Urea + DAP + MOP
sugarcane,143,56,115,6.5,75,Urea + DAP + Potash
groundnut,21,70,58,6.1,49,Gypsum + SSP
potato,135,83,118,6.0,63,Urea + DAP + MOP
potato,131,85,124,6.2,64,Urea + DAP + MOP
groundnut,30,57,61,5.5,55,Gypsum + SSP
pulses,34,79,23,6.8,59,Organic Manure + SSP
groundnut,22,54,64,6.3,49,Gypsum + SSP
banana,203,40,290,6.6,72,Urea + MOP + Organic Manure
groundnut,20,52,58,5.8,51,Gypsum + SSP
wheat,131,56,45,6.6,59,Urea + SSP + MOP
rice,91,53,85,6.3,61,Urea + DAP + MOP
pulses,37,62,36,6.7,52,Organic Manure + SSP
potato,150,99,119,5.9,63,Urea + DAP + MOP
wheat,134,47,38,7.4,52,Urea + SSP + MOP
cotton,88,32,99,7.3,51,Ammonium Sulphate + SSP + MOP
potato,135,86,123,5.6,70,Urea + DAP + MOP
groundnut,25,70,67,6.3,55,Gypsum + SSP
wheat,124,52,41,7.4,54,Urea + SSP + MOP
groundnut,23,64,67,6.0,48,Gypsum + SSP
potato,138,99,128,6.1,65,Urea + DAP + MOP
sugarcane,140,56,118,7.0,67,Urea + DAP + Potash
banana,208,48,293,7.0,80,Urea + MOP + Organic Manure
cotton,79,34,99,6.9,49,Ammonium Sulphate + SSP + MOP
cotton,82,37,96,7.3,49,Ammonium Sulphate + SSP + MOP
potato,144,85,127,6.3,65,Urea + DAP + MOP
wheat,128,54,43,7.1,52,Urea + SSP + MOP
maize,91,67,67,6.8,63,Urea + DAP + Potash
rice,85,56,72,6.6,61,Urea + DAP + MOP
wheat,103,41,33,7.2,50,Urea + SSP + MOP
sugarcane,153,60,122,7.3,69,Urea + DAP + Potash
groundnut,26,51,58,5.6,51,Gypsum + SSP
tomato,112,63,101,6.4,57,Urea + DAP + Potash
potato,131,93,125,5.7,65,Urea + DAP + MOP
potato,148,96,117,6.1,67,Urea + DAP + MOP
potato,141,89,118,5.5,60,Urea + DAP + MOP
potato,150,97,123,6.0,66,Urea + DAP + MOP
pulses,43,64,34,6.7,55,Organic Manure + SSP
sugarcane,156,59,127,6.6,65,Urea + DAP + Potash
groundnut,25,66,65,6.4,51,Gypsum + SSP
rice,84,69,90,6.0,60,Urea + DAP + MOP
pulses,36,68,26,6.9,52,Organic Manure + SSP
pulses,49,67,36,6.0,57,Organic Manure + SSP
pulses,38,76,29,6.3,51,Organic Manure + SSP
tomato,118,56,101,6.9,60,Urea + DAP + Potash
groundnut,22,51,64,5.6,50,Gypsum + SSP
potato,145,96,119,6.2,70,Urea + DAP + MOP
potato,142,82,124,6.5,60,Urea + DAP + MOP
pulses,35,68,21,6.9,60,Organic Manure + SSP
rice,82,68,78,6.2,64,Urea + DAP + MOP
cotton,75,41,107,6.9,49,Ammonium Sulphate + SSP + MOP
pulses,33,79,40,6.5,52,Organic Manure + SSP
rice,89,54,79,6.9,60,Urea + DAP + MOP
potato,130,96,118,5.9,65,Urea + DAP + MOP
tomato,108,56,102,6.2,64,Urea + DAP + Potash
maize,106,67,76,6.9,63,Urea + DAP + Potash
potato,131,86,121,5.7,66,Urea + DAP + MOP
rice,84,59,75,6.6,67,Urea + DAP + MOP
tomato,118,65,99,6.4,64,Urea + DAP + Potash
wheat,134,54,50,6.8,53,Urea + SSP + MOP
potato,146,93,123,6.5,68,Urea + DAP + MOP
rice,88,63,86,6.2,66,Urea + DAP + MOP
maize,96,59,69,7.0,57,Urea + DAP + Potash
maize,98,58,79,6.8,61,Urea + DAP + Potash
maize,101,53,75,6.5,65,Urea + DAP + Potash
groundnut,21,51,59,5.6,52,Gypsum + SSP
maize,90,65,65,6.6,58,Urea + DAP + Potash
wheat,107,42,36,7.2,53,Urea + SSP + MOP
banana,195,48,306,7.4,70,Urea + MOP + Organic Manure
wheat,103,51,49,6.6,52,Urea + SSP + MOP
potato,137,94,126,5.9,69,Urea + DAP + MOP
wheat,107,55,46,7.0,57,Urea + SSP + MOP
cotton,71,38,97,6.6,50,Ammonium Sulphate + SSP + MOP
sugarcane,159,59,118,7.3,66,Urea + DAP + Potash
wheat,110,41,50,7.1,58,Urea + SSP + MOP
potato,140,95,120,5.9,69,Urea + DAP + MOP
pulses,32,69,33,6.6,52,Organic Manure + SSP
pulses,36,67,38,6.2,55,Organic Manure + SSP
tomato,108,65,100,6.1,62,Urea + DAP + Potash
pulses,46,80,24,6.6,52,Organic Manure + SSP
wheat,129,52,42,6.5,58,Urea + SSP + MOP
pulses,40,75,34,6.5,55,Organic Manure + SSP
sugarcane,160,63,110,7.5,73,Urea + DAP + Potash
wheat,103,60,33,7.4,58,Urea + SSP + MOP
potato,145,86,115,6.5,68,Urea + DAP + MOP
groundnut,28,55,66,6.3,48,Gypsum + SSP
tomato,102,60,97,6.7,55,Urea + DAP + Potash
rice,90,62,90,6.3,69,Urea + DAP + MOP
maize,109,60,77,6.4,65,Urea + DAP + Potash
pulses,41,72,21,6.1,56,Organic Manure + SSP
rice,93,52,89,6.9,61,Urea + DAP + MOP
pulses,41,69,33,6.6,54,Organic Manure + SSP
potato,133,90,120,5.6,60,Urea + DAP + MOP
groundnut,25,50,68,6.0,45,Gypsum + SSP
wheat,102,51,46,7.3,50,Urea + SSP + MOP
wheat,110,53,32,7.3,57,Urea + SSP + MOP
pulses,35,76,31,6.9,50,Organic Manure + SSP
rice,94,55,75,7.0,70,Urea + DAP + MOP
cotton,85,30,90,7.2,54,Ammonium Sulphate + SSP + MOP
banana,198,40,304,7.2,76,Urea + MOP + Organic Manure
cotton,87,45,106,7.4,52,Ammonium Sulphate + SSP + MOP
groundnut,30,58,61,6.5,54,Gypsum + SSP
sugarcane,159,66,123,7.1,67,Urea + DAP + Potash
wheat,129,46,33,7.1,59,Urea + SSP + MOP
banana,196,54,296,7.1,73,Urea + MOP + Organic Manure
groundnut,25,54,61,5.9,50,Gypsum + SSP
rice,84,70,90,6.8,68,Urea + DAP + MOP
tomato,107,57,97,6.5,63,Urea + DAP + Potash
potato,148,90,121,6.3,60,Urea + DAP + MOP
sugarcane,160,66,114,6.7,68,Urea + DAP + Potash
pulses,45,63,21,6.4,59,Organic Manure + SSP
sugarcane,159,58,122,7.3,67,Urea + DAP + Potash
groundnut,25,56,57,6.3,45,Gypsum + SSP
cotton,88,45,99,7.2,53,Ammonium Sulphate + SSP + MOP
banana,205,45,296,6.5,75,Urea + MOP + Organic Manure
rice,88,55,72,6.4,60,Urea + DAP + MOP
maize,91,54,80,6.6,65,Urea + DAP + Potash
tomato,120,57,109,6.0,55,Urea + DAP + Potash
pulses,50,60,33,6.8,50,Organic Manure + SSP
groundnut,30,57,63,6.1,45,Gypsum + SSP
pulses,48,71,36,6.4,52,Organic Manure + SSP
wheat,113,46,34,7.4,54,Urea + SSP + MOP
sugarcane,156,65,127,7.3,70,Urea + DAP + Potash
rice,86,52,87,6.1,67,Urea + DAP + MOP
maize,97,51,66,6.7,64,Urea + DAP + Potash
cotton,82,36,95,6.9,51,Ammonium Sulphate + SSP + MOP
maize,100,59,80,6.6,56,Urea + DAP + Potash
sugarcane,160,54,112,6.6,75,Urea + DAP + Potash
wheat,112,42,31,7.1,50,Urea + SSP + MOP
cotton,87,44,98,7.1,51,Ammonium Sulphate + SSP + MOP
pulses,33,73,23,6.6,57,Organic Manure + SSP
banana,193,57,305,6.6,80,Urea + MOP + Organic Manure
tomato,116,66,110,6.8,62,Urea + DAP + Potash
groundnut,28,70,65,5.8,47,Gypsum + SSP
cotton,70,44,102,6.8,53,Ammonium Sulphate + SSP + MOP
tomato,118,67,102,6.3,58,Urea + DAP + Potash
cotton,80,48,106,7.4,53,Ammonium Sulphate + SSP + MOP
rice,95,67,82,6.4,64,Urea + DAP + MOP
groundnut,23,56,64,6.0,46,Gypsum + SSP
potato,149,92,127,6.4,70,Urea + DAP + MOP
wheat,121,58,43,7.4,56,Urea + SSP + MOP
potato,150,85,120,6.2,70,Urea + DAP + MOP
potato,146,97,113,6.4,69,Urea + DAP + MOP
tomato,105,57,94,6.2,55,Urea + DAP + Potash
maize,91,70,68,6.4,62,Urea + DAP + Potash
pulses,36,80,21,6.2,52,Organic Manure + SSP
groundnut,26,50,65,6.3,49,Gypsum + SSP
banana,194,56,304,6.8,72,Urea + MOP + Organic Manure
wheat,120,41,48,6.8,55,Urea + SSP + MOP
pulses,44,73,20,6.3,56,Organic Manure + SSP
banana,207,44,309,7.1,76,Urea + MOP + Organic Manure
sugarcane,149,70,127,6.8,67,Urea + DAP + Potash
maize,109,55,60,6.2,55,Urea + DAP + Potash
tomato,104,52,109,6.8,57,Urea + DAP + Potash
groundnut,23,53,59,6.2,55,Gypsum + SSP
sugarcane,141,61,112,6.6,70,Urea + DAP + Potash
banana,195,45,307,7.3,78,Urea + MOP + Organic Manure
pulses,42,61,32,6.7,51,Organic Manure + SSP
sugarcane,157,67,124,6.7,72,Urea + DAP + Potash
banana,195,40,304,7.0,70,Urea + MOP + Organic Manure
maize,96,64,66,6.2,65,Urea + DAP + Potash
potato,130,90,122,6.4,67,Urea + DAP + MOP
tomato,116,64,104,6.8,58,Urea + DAP + Potash
wheat,134,58,41,7.2,58,Urea + SSP + MOP
sugarcane,144,52,117,7.5,67,Urea + DAP + Potash
pulses,39,62,28,6.7,60,Organic Manure + SSP
rice,84,53,79,6.8,68,Urea + DAP + MOP
maize,108,58,75,6.6,55,Urea + DAP + Potash
wheat,101,48,32,7.2,58,Urea + SSP + MOP
groundnut,21,61,59,5.8,46,Gypsum + SSP
sugarcane,155,54,120,7.0,71,Urea + DAP + Potash
tomato,116,68,105,6.4,58,Urea + DAP + Potash
potato,138,82,123,6.1,68,Urea + DAP + MOP
sugarcane,150,61,130,7.4,74,Urea + DAP + Potash
pulses,30,66,38,6.9,55,Organic Manure + SSP
pulses,36,70,34,6.9,59,Organic Manure + SSP
potato,135,83,110,6.3,70,Urea + DAP + MOP
groundnut,29,64,55,5.7,48,Gypsum + SSP
cotton,89,36,94,7.1,55,Ammonium Sulphate + SSP + MOP
cotton,84,31,97,6.9,50,Ammonium Sulphate + SSP + MOP
maize,110,67,75,6.3,61,Urea + DAP + Potash
cotton,88,47,108,7.0,47,Ammonium Sulphate + SSP + MOP
sugarcane,140,69,121,6.6,68,Urea + DAP + Potash
maize,102,53,80,6.2,65,Urea + DAP + Potash
cotton,88,30,100,7.4,55,Ammonium Sulphate + SSP + MOP
potato,148,93,122,6.4,60,Urea + DAP + MOP
maize,102,60,78,6.2,59,Urea + DAP + Potash
rice,93,64,80,6.4,63,Urea + DAP + MOP
sugarcane,142,65,111,6.6,67,Urea + DAP + Potash
rice,93,54,88,6.1,68,Urea + DAP + MOP
rice,83,57,88,6.9,70,Urea + DAP + MOP
groundnut,28,54,57,5.9,48,Gypsum + SSP
tomato,110,54,110,6.7,65,Urea + DAP + Potash
sugarcane,160,65,115,7.0,68,Urea + DAP + Potash
wheat,138,47,31,7.1,58,Urea + SSP + MOP
tomato,100,69,93,6.5,63,Urea + DAP + Potash
potato,143,86,113,6.2,66,Urea + DAP + MOP
wheat,131,49,43,6.9,56,Urea + SSP + MOP
groundnut,25,55,60,5.9,55,Gypsum + SSP
wheat,109,57,40,6.8,51,Urea + SSP + MOP
groundnut,27,52,63,6.4,54,Gypsum + SSP
cotton,88,45,101,7.2,49,Ammonium Sulphate + SSP + MOP
wheat,124,42,50,6.6,54,Urea + SSP + MOP
banana,197,53,304,7.0,80,Urea + MOP + Organic Manure
potato,143,91,117,6.0,69,Urea + DAP + MOP
potato,147,81,110,6.4,66,Urea + DAP + MOP
cotton,87,30,107,6.7,51,Ammonium Sulphate + SSP + MOP
wheat,103,55,42,7.0,50,Urea + SSP + MOP
groundnut,20,59,64,5.7,53,Gypsum + SSP
pulses,35,79,38,6.8,52,Organic Manure + SSP
banana,204,40,310,7.2,77,Urea + MOP + Organic Manure
groundnut,30,55,64,6.2,53,Gypsum + SSP
pulses,43,64,34,6.4,56,Organic Manure + SSP
banana,191,54,296,7.4,70,Urea + MOP + Organic Manure
sugarcane,154,50,122,6.8,70,Urea + DAP + Potash
pulses,49,75,39,6.6,52,Organic Manure + SSP
potato,140,83,125,6.0,69,Urea + DAP + MOP
wheat,133,58,49,7.1,56,Urea + SSP + MOP
banana,202,57,299,7.0,71,Urea + MOP + Organic Manure
potato,134,92,112,5.9,68,Urea + DAP + MOP
pulses,40,67,22,6.4,58,Organic Manure + SSP
tomato,101,50,108,6.6,64,Urea + DAP + Potash
tomato,116,54,91,6.3,55,Urea + DAP + Potash
wheat,114,56,31,6.6,52,Urea + SSP + MOP
tomato,116,63,92,6.1,58,Urea + DAP + Potash
maize,90,53,68,6.1,64,Urea + DAP + Potash
tomato,118,62,97,6.2,62,Urea + DAP + Potash
cotton,84,47,94,6.7,45,Ammonium Sulphate + SSP + MOP
rice,83,65,81,6.7,63,Urea + DAP + MOP
banana,196,42,301,7.0,71,Urea + MOP + Organic Manure
cotton,82,40,108,7.0,52,Ammonium Sulphate + SSP + MOP
cotton,75,32,98,7.1,55,Ammonium Sulphate + SSP + MOP
sugarcane,147,64,119,7.1,73,Urea + DAP + Potash
tomato,110,55,96,6.1,60,Urea + DAP + Potash
pulses,41,80,30,6.2,50,Organic Manure + SSP
tomato,108,52,105,6.3,55,Urea + DAP + Potash
cotton,90,42,97,7.0,51,Ammonium Sulphate + SSP + MOP
cotton,77,32,91,6.8,55,Ammonium Sulphate + SSP + MOP
maize,96,55,60,6.8,56,Urea + DAP + Potash
groundnut,28,59,55,5.9,51,Gypsum + SSP
pulses,40,74,37,6.6,58,Organic Manure + SSP
cotton,83,45,100,6.8,48,Ammonium Sulphate + SSP + MOP
sugarcane,155,60,125,7.4,71,Urea + DAP + Potash
pulses,45,74,31,6.1,53,Organic Manure + SSP
tomato,119,61,104,6.8,62,Urea + DAP + Potash
potato,149,97,120,6.4,61,Urea + DAP + MOP
rice,98,52,81,6.4,61,Urea + DAP + MOP
rice,85,53,88,6.8,62,Urea + DAP + MOP
pulses,34,68,24,6.3,53,Organic Manure + SSP
cotton,83,39,92,6.7,45,Ammonium Sulphate + SSP + MOP
maize,106,58,75,6.6,64,Urea + DAP + Potash
potato,141,88,117,5.9,62,Urea + DAP + MOP
tomato,102,63,90,6.4,60,Urea + DAP + Potash
groundnut,22,66,58,6.3,47,Gypsum + SSP
groundnut,26,59,63,5.7,55,Gypsum + SSP
rice,92,64,85,6.3,70,Urea + DAP + MOP
sugarcane,143,68,121,6.6,75,Urea + DAP + Potash
cotton,74,32,101,6.8,54,Ammonium Sulphate + SSP + MOP
rice,81,53,70,6.9,61,Urea + DAP + MOP
wheat,129,58,37,7.1,52,Urea + SSP + MOP
sugarcane,142,63,116,7.2,69,Urea + DAP + Potash
banana,196,41,305,7.2,73,Urea + MOP + Organic Manure
potato,144,82,114,6.4,68,Urea + DAP + MOP
pulses,47,68,29,6.7,50,Organic Manure + SSP
rice,93,54,75,6.2,70,Urea + DAP + MOP
maize,108,64,61,6.4,63,Urea + DAP + Potash
rice,95,57,77,6.3,65,Urea + DAP + MOP
pulses,42,79,28,6.9,58,Organic Manure + SSP
rice,99,66,84,6.8,67,Urea + DAP + MOP
groundnut,29,55,63,5.5,55,Gypsum + SSP
banana,190,47,308,7.4,71,Urea + MOP + Organic Manure
banana,195,56,305,6.5,73,Urea + MOP + Organic Manure
tomato,103,66,101,6.2,56,Urea + DAP + Potash
tomato,118,59,100,6.7,65,Urea + DAP + Potash
potato,134,94,120,5.8,63,Urea + DAP + MOP
wheat,112,52,50,6.9,57,Urea + SSP + MOP
pulses,38,70,37,6.1,58,Organic Manure + SSP
groundnut,22,63,62,5.6,51,Gypsum + SSP
tomato,103,63,95,6.2,56,Urea + DAP + Potash
groundnut,20,52,51,5.5,46,Gypsum + SSP
groundnut,20,62,62,5.5,51,Gypsum + SSP
potato,139,88,130,6.0,66,Urea + DAP + MOP
tomato,110,54,93,6.5,59,Urea + DAP + Potash
sugarcane,144,69,123,6.6,75,Urea + DAP + Potash
rice,95,64,86,6.7,63,Urea + DAP + MOP
cotton,72,36,100,6.5,53,Ammonium Sulphate + SSP + MOP
cotton,82,49,96,7.3,46,Ammonium Sulphate + SSP + MOP
rice,93,56,79,6.5,61,Urea + DAP + MOP
pulses,35,75,20,6.4,57,Organic Manure + SSP
groundnut,24,61,55,6.2,52,Gypsum + SSP
groundnut,24,66,63,6.2,51,Gypsum + SSP
banana,196,56,297,7.4,73,Urea + MOP + Organic Manure
wheat,108,43,44,7.4,54,Urea + SSP + MOP
sugarcane,146,66,114,7.0,70,Urea + DAP + Potash
wheat,113,60,45,7.3,52,Urea + SSP + MOP
wheat,123,53,45,7.4,51,Urea + SSP + MOP
tomato,103,62,109,6.1,64,Urea + DAP + Potash
pulses,35,78,37,6.1,53,Organic Manure + SSP
potato,138,95,111,6.1,65,Urea + DAP + MOP
groundnut,29,65,69,6.2,50,Gypsum + SSP
pulses,47,67,23,7.0,54,Organic Manure + SSP
maize,92,65,71,6.4,56,Urea + DAP + Potash
cotton,80,30,96,6.8,45,Ammonium Sulphate + SSP + MOP
cotton,81,46,97,7.0,50,Ammonium Sulphate + SSP + MOP
banana,196,45,305,7.0,72,Urea + MOP + Organic Manure
banana,195,53,297,7.5,72,Urea + MOP + Organic Manure
potato,134,83,111,6.4,69,Urea + DAP + MOP
potato,145,88,123,6.2,61,Urea + DAP + MOP
wheat,124,44,48,7.0,52,Urea + SSP + MOP
cotton,77,37,110,6.9,52,Ammonium Sulphate + SSP + MOP
maize,109,66,60,6.1,57,Urea + DAP + Potash
banana,203,55,293,7.3,71,Urea + MOP + Organic Manure
pulses,47,68,21,6.9,55,Organic Manure + SSP
tomato,110,53,95,6.3,55,Urea + DAP + Potash
maize,97,64,77,6.9,62,Urea + DAP + Potash
tomato,119,66,110,6.1,57,Urea + DAP + Potash
tomato,115,65,97,6.8,64,Urea + DAP + Potash
tomato,114,63,103,6.4,62,Urea + DAP + Potash
potato,149,85,123,6.3,62,Urea + DAP + MOP
groundnut,20,53,61,5.6,49,Gypsum + SSP
groundnut,20,58,51,6.4,52,Gypsum + SSP
tomato,104,62,91,6.8,61,Urea + DAP + Potash
rice,84,55,82,6.7,60,Urea + DAP + MOP
